Prod_id,Ship_id,Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin,Product_Category,Product_Sub_Category,Customer_Name,Province,Region,Customer_Segment,Order_ID,Ship_Mode,Ship_Date,Year_Month
Prod_4,SHP_3509,2438.3695,0.1,45,317.2,8.99,0.6,TECHNOLOGY,TELEPHONES AND COMMUNICATION,CLAY LUDTKE,QUEBEC,QUEBEC,CONSUMER,56672,REGULAR AIR,2012-05-14,2012-05
Prod_6,SHP_3269,157.85,0.06,32,22.54,2.04,0.36,OFFICE SUPPLIES,PAPER,CLAY LUDTKE,QUEBEC,QUEBEC,CONSUMER,17218,REGULAR AIR,2012-07-25,2012-07
Prod_12,SHP_3469,86.53,0.05,23,35.62,0.5,0.37,OFFICE SUPPLIES,LABELS,CLAY LUDTKE,QUEBEC,QUEBEC,CONSUMER,50982,REGULAR AIR,2012-04-17,2012-04
Prod_11,SHP_3508,593.64,0.02,8,65.25,60.0,0.56,FURNITURE,TABLES,CLAY LUDTKE,QUEBEC,QUEBEC,CONSUMER,56672,DELIVERY TRUCK,2012-05-14,2012-05
Prod_13,SHP_3961,8.87,0.03,2,-6.79,3.5,0.58,OFFICE SUPPLIES,PENS & ART SUPPLIES,CLYTIE KELTY,ONTARIO,ONTARIO,SMALL BUSINESS,19494,REGULAR AIR,2010-01-15,2010-01
Prod_6,SHP_3991,1984.61,0.05,37,585.03,14.3,0.37,OFFICE SUPPLIES,PAPER,CLYTIE KELTY,ONTARIO,ONTARIO,SMALL BUSINESS,26982,EXPRESS AIR,2012-04-29,2012-04
Prod_6,SHP_4014,245.82,0.1,13,-7.39,9.54,0.37,OFFICE SUPPLIES,PAPER,CLYTIE KELTY,ONTARIO,ONTARIO,SMALL BUSINESS,34691,EXPRESS AIR,2009-01-16,2009-01
Prod_6,SHP_4075,345.37,0.01,7,84.34,5.79,0.37,OFFICE SUPPLIES,PAPER,CLYTIE KELTY,ONTARIO,ONTARIO,SMALL BUSINESS,53441,REGULAR AIR,2009-08-25,2009-08
Prod_17,SHP_4013,7202.94,0.02,23,1425.11,26.53,0.56,TECHNOLOGY,OFFICE MACHINES,CLYTIE KELTY,ONTARIO,ONTARIO,SMALL BUSINESS,34691,DELIVERY TRUCK,2009-01-14,2009-01
Prod_17,SHP_3967,400.45,0.07,43,-38.58,5.76,0.39,TECHNOLOGY,OFFICE MACHINES,CLYTIE KELTY,ONTARIO,ONTARIO,SMALL BUSINESS,21445,REGULAR AIR,2009-11-21,2009-11
Prod_2,SHP_4012,217.68,0.08,27,-168.75,9.23,0.58,OFFICE SUPPLIES,APPLIANCES,CLYTIE KELTY,ONTARIO,ONTARIO,SMALL BUSINESS,34691,REGULAR AIR,2009-01-16,2009-01
Prod_2,SHP_3966,75.15,0.02,14,-63.53,6.89,0.6,OFFICE SUPPLIES,APPLIANCES,CLYTIE KELTY,ONTARIO,ONTARIO,SMALL BUSINESS,21445,EXPRESS AIR,2009-11-21,2009-11
Prod_5,SHP_3960,857.32,0.05,39,195.71,8.99,0.41,FURNITURE,OFFICE FURNISHINGS,CLYTIE KELTY,ONTARIO,ONTARIO,SMALL BUSINESS,19494,REGULAR AIR,2010-01-14,2010-01
Prod_5,SHP_3955,220.97,0.02,23,-25.86,7.29,0.45,FURNITURE,OFFICE FURNISHINGS,CLYTIE KELTY,ONTARIO,ONTARIO,SMALL BUSINESS,17573,REGULAR AIR,2011-09-08,2011-09
Prod_15,SHP_4048,3896.39,0.1,19,755.28,18.06,0.57,FURNITURE,CHAIRS & CHAIRMATS,CLYTIE KELTY,ONTARIO,ONTARIO,SMALL BUSINESS,44579,REGULAR AIR,2011-06-04,2011-06
Prod_8,SHP_4059,1587.16,0.09,32,-22.33,19.99,0.45,TECHNOLOGY,COMPUTER PERIPHERALS,CLYTIE KELTY,ONTARIO,ONTARIO,SMALL BUSINESS,47009,EXPRESS AIR,2009-06-06,2009-06
Prod_13,SHP_3130,145.48,0.03,34,32.43,1.2,0.44,OFFICE SUPPLIES,PENS & ART SUPPLIES,COREY LOCK,QUEBEC,QUEBEC,HOME OFFICE,32902,EXPRESS AIR,2012-03-04,2012-03
Prod_13,SHP_7446,37.9,0.08,14,-22.01,2.4,0.58,OFFICE SUPPLIES,PENS & ART SUPPLIES,CRAIG CARROLL,ALBERTA,WEST,CORPORATE,51557,REGULAR AIR,2011-10-31,2011-10
Prod_13,SHP_7343,55.77,0.04,6,-4.37,2.25,0.52,OFFICE SUPPLIES,PENS & ART SUPPLIES,CRAIG CARROLL,ALBERTA,WEST,CORPORATE,7398,REGULAR AIR,2009-06-04,2009-06
Prod_6,SHP_7440,108.11,0.09,17,-62.23,6.86,0.37,OFFICE SUPPLIES,PAPER,CRAIG CARROLL,ALBERTA,WEST,CORPORATE,48775,REGULAR AIR,2009-09-08,2009-09
Prod_6,SHP_7445,1749.07,0.04,36,804.66,5.79,0.37,OFFICE SUPPLIES,PAPER,CRAIG CARROLL,ALBERTA,WEST,CORPORATE,51557,REGULAR AIR,2011-11-02,2011-11
Prod_1,SHP_7344,2181.44,0.07,34,-896.34,35.0,0.8,OFFICE SUPPLIES,STORAGE & ORGANIZATION,CRAIG CARROLL,ALBERTA,WEST,CORPORATE,7398,REGULAR AIR,2009-06-03,2009-06
Prod_13,SHP_7513,2072.12,0.04,49,365.23,8.99,0.59,OFFICE SUPPLIES,PENS & ART SUPPLIES,CYMA KINNEY,ALBERTA,WEST,SMALL BUSINESS,10820,EXPRESS AIR,2011-12-28,2011-12
Prod_13,SHP_7570,23.58,0.09,4,-2.87,0.83,0.49,OFFICE SUPPLIES,PENS & ART SUPPLIES,CYMA KINNEY,ALBERTA,WEST,SMALL BUSINESS,28069,REGULAR AIR,2009-05-25,2009-05
Prod_6,SHP_7569,10.17,0.02,1,-4.09,2.04,0.36,OFFICE SUPPLIES,PAPER,CYMA KINNEY,ALBERTA,WEST,SMALL BUSINESS,28069,EXPRESS AIR,2009-05-26,2009-05
Prod_12,SHP_7533,21.99,0.02,8,4.63,0.5,0.39,OFFICE SUPPLIES,LABELS,CYMA KINNEY,ALBERTA,WEST,SMALL BUSINESS,14212,REGULAR AIR,2012-02-18,2012-02
Prod_5,SHP_7532,31.18,0.0,4,-17.16,5.22,0.6,FURNITURE,OFFICE FURNISHINGS,CYMA KINNEY,ALBERTA,WEST,SMALL BUSINESS,14212,REGULAR AIR,2012-02-17,2012-02
Prod_7,SHP_7514,151.19,0.06,33,-13.45,0.7,0.85,OFFICE SUPPLIES,RUBBER BANDS,CYMA KINNEY,ALBERTA,WEST,SMALL BUSINESS,10820,REGULAR AIR,2011-12-27,2011-12
Prod_13,SHP_2221,154.0,0.08,35,-7.08,1.93,0.52,OFFICE SUPPLIES,PENS & ART SUPPLIES,CYNTHIA ARNTZEN,ONTARIO,ONTARIO,HOME OFFICE,47041,REGULAR AIR,2012-04-03,2012-04
Prod_6,SHP_2232,29.24,0.01,4,-1.73,1.6,0.38,OFFICE SUPPLIES,PAPER,CYNTHIA ARNTZEN,ONTARIO,ONTARIO,HOME OFFICE,48710,REGULAR AIR,2009-11-26,2009-11
Prod_2,SHP_2010,66.63,0.0,5,-16.92,4.98,0.58,OFFICE SUPPLIES,APPLIANCES,CYNTHIA ARNTZEN,ONTARIO,ONTARIO,HOME OFFICE,23971,REGULAR AIR,2009-11-24,2009-11
Prod_13,SHP_2138,55.66,0.08,17,-21.4,2.31,0.56,OFFICE SUPPLIES,PENS & ART SUPPLIES,CYNTHIA ARNTZEN,ONTARIO,ONTARIO,SMALL BUSINESS,38437,REGULAR AIR,2012-05-09,2012-05
Prod_13,SHP_2069,48.01,0.1,21,-6.85,1.12,0.58,OFFICE SUPPLIES,PENS & ART SUPPLIES,CYNTHIA ARNTZEN,ONTARIO,ONTARIO,SMALL BUSINESS,30820,EXPRESS AIR,2011-04-10,2011-04
Prod_4,SHP_2023,5797.68,0.04,35,1366.57,4.2,0.59,TECHNOLOGY,TELEPHONES AND COMMUNICATION,CYNTHIA ARNTZEN,ONTARIO,ONTARIO,SMALL BUSINESS,24960,REGULAR AIR,2011-01-28,2011-01
Prod_6,SHP_2023,1436.94,0.0,37,639.66,5.08,0.38,OFFICE SUPPLIES,PAPER,CYNTHIA ARNTZEN,ONTARIO,ONTARIO,SMALL BUSINESS,24960,REGULAR AIR,2011-01-28,2011-01
Prod_6,SHP_2024,125.8,0.03,18,-35.98,5.87,0.37,OFFICE SUPPLIES,PAPER,CYNTHIA ARNTZEN,ONTARIO,ONTARIO,SMALL BUSINESS,24960,REGULAR AIR,2011-01-29,2011-01
Prod_11,SHP_2137,4201.47,0.04,19,199.25,52.2,0.64,FURNITURE,TABLES,CYNTHIA ARNTZEN,ONTARIO,ONTARIO,SMALL BUSINESS,38437,DELIVERY TRUCK,2012-05-09,2012-05
Prod_10,SHP_2187,3970.33,0.02,27,-229.79,53.48,0.65,FURNITURE,BOOKCASES,CYNTHIA ARNTZEN,ONTARIO,ONTARIO,SMALL BUSINESS,44197,DELIVERY TRUCK,2009-01-23,2009-01
Prod_8,SHP_2146,931.08,0.1,32,269.6,1.99,0.5,TECHNOLOGY,COMPUTER PERIPHERALS,CYNTHIA ARNTZEN,ONTARIO,ONTARIO,SMALL BUSINESS,39365,EXPRESS AIR,2012-05-17,2012-05
Prod_8,SHP_2022,1760.35,0.01,48,-17.08,7.53,0.76,TECHNOLOGY,COMPUTER PERIPHERALS,CYNTHIA ARNTZEN,ONTARIO,ONTARIO,SMALL BUSINESS,24960,EXPRESS AIR,2011-01-28,2011-01
Prod_13,SHP_5622,33.41,0.09,5,-3.48,1.5,0.48,OFFICE SUPPLIES,PENS & ART SUPPLIES,CYNTHIA ARNTZEN,SASKACHEWAN,PRARIE,SMALL BUSINESS,19232,REGULAR AIR,2009-07-14,2009-07
Prod_4,SHP_5620,1950.036,0.03,34,361.89,8.99,0.56,TECHNOLOGY,TELEPHONES AND COMMUNICATION,CYNTHIA ARNTZEN,SASKACHEWAN,PRARIE,SMALL BUSINESS,18822,REGULAR AIR,2010-12-30,2010-12
Prod_6,SHP_5614,195.61,0.0,23,-17.02,5.83,0.36,OFFICE SUPPLIES,PAPER,CYNTHIA ARNTZEN,SASKACHEWAN,PRARIE,SMALL BUSINESS,17345,REGULAR AIR,2011-08-04,2011-08
Prod_6,SHP_5600,131.71,0.1,20,-44.0,5.74,0.37,OFFICE SUPPLIES,PAPER,CYNTHIA ARNTZEN,SASKACHEWAN,PRARIE,SMALL BUSINESS,11108,REGULAR AIR,2012-08-18,2012-08
Prod_6,SHP_5606,106.1,0.09,15,-65.67,8.19,0.37,OFFICE SUPPLIES,PAPER,CYNTHIA ARNTZEN,SASKACHEWAN,PRARIE,SMALL BUSINESS,13575,EXPRESS AIR,2012-09-01,2012-09
Prod_10,SHP_5623,7157.16,0.09,28,1150.33,41.91,0.59,FURNITURE,BOOKCASES,CYNTHIA ARNTZEN,SASKACHEWAN,PRARIE,SMALL BUSINESS,19232,DELIVERY TRUCK,2009-07-19,2009-07
Prod_5,SHP_5621,265.38,0.04,43,-107.59,5.22,0.6,FURNITURE,OFFICE FURNISHINGS,CYNTHIA ARNTZEN,SASKACHEWAN,PRARIE,SMALL BUSINESS,19232,REGULAR AIR,2009-07-17,2009-07
Prod_5,SHP_5637,2271.37,0.09,48,528.11,10.25,0.57,FURNITURE,OFFICE FURNISHINGS,CYNTHIA ARNTZEN,SASKACHEWAN,PRARIE,SMALL BUSINESS,22182,EXPRESS AIR,2012-09-07,2012-09
Prod_7,SHP_5590,89.71,0.04,35,20.71,0.8,0.39,OFFICE SUPPLIES,RUBBER BANDS,CYNTHIA ARNTZEN,SASKACHEWAN,PRARIE,SMALL BUSINESS,6529,REGULAR AIR,2012-11-28,2012-11
Prod_3,SHP_5635,55.97,0.09,4,-19.34,7.17,0.38,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,CYNTHIA ARNTZEN,SASKACHEWAN,PRARIE,SMALL BUSINESS,22182,REGULAR AIR,2012-09-06,2012-09
Prod_8,SHP_5636,174.72,0.06,9,-63.48,4.0,0.68,TECHNOLOGY,COMPUTER PERIPHERALS,CYNTHIA ARNTZEN,SASKACHEWAN,PRARIE,SMALL BUSINESS,22182,REGULAR AIR,2012-09-08,2012-09
Prod_13,SHP_2940,1243.88,0.1,43,22.71,8.99,0.58,OFFICE SUPPLIES,PENS & ART SUPPLIES,CYNTHIA DELANEY,QUEBEC,QUEBEC,CORPORATE,40454,REGULAR AIR,2011-04-24,2011-04
Prod_4,SHP_2954,653.786,0.09,12,-83.47,5.31,0.57,TECHNOLOGY,TELEPHONES AND COMMUNICATION,CYNTHIA DELANEY,QUEBEC,QUEBEC,CORPORATE,44196,REGULAR AIR,2009-08-23,2009-08
Prod_13,SHP_3173,166.13,0.0,48,-119.16,3.97,0.56,OFFICE SUPPLIES,PENS & ART SUPPLIES,CYNTHIA VOLTZ,QUEBEC,QUEBEC,CORPORATE,46368,REGULAR AIR,2012-04-26,2012-04
Prod_13,SHP_6140,541.45,0.0,43,-164.25,8.99,0.59,OFFICE SUPPLIES,PENS & ART SUPPLIES,CYNTHIA VOLTZ,YUKON,YUKON,CORPORATE,8576,EXPRESS AIR,2009-01-11,2009-01
Prod_11,SHP_6210,1839.448,0.07,21,-742.88,69.0,0.63,FURNITURE,TABLES,CYNTHIA VOLTZ,YUKON,YUKON,CORPORATE,13991,REGULAR AIR,2012-03-07,2012-03
Prod_8,SHP_6209,170.7,0.0,24,-37.88,2.74,0.71,TECHNOLOGY,COMPUTER PERIPHERALS,CYNTHIA VOLTZ,YUKON,YUKON,CORPORATE,13991,REGULAR AIR,2012-03-08,2012-03
Prod_13,SHP_6620,148.26,0.04,47,49.04,0.81,0.4,OFFICE SUPPLIES,PENS & ART SUPPLIES,CYRA REITEN,BRITISH COLUMBIA,WEST,CONSUMER,48512,EXPRESS AIR,2011-08-03,2011-08
Prod_6,SHP_6619,238.79,0.04,48,-83.78,4.72,0.36,OFFICE SUPPLIES,PAPER,CYRA REITEN,BRITISH COLUMBIA,WEST,CONSUMER,48512,REGULAR AIR,2011-08-04,2011-08
Prod_2,SHP_6714,1803.12,0.0,41,544.93,5.33,0.57,OFFICE SUPPLIES,APPLIANCES,CYRA REITEN,BRITISH COLUMBIA,WEST,CONSUMER,57669,REGULAR AIR,2010-08-09,2010-08
Prod_13,SHP_6580,36.26,0.08,10,-28.37,3.97,0.56,OFFICE SUPPLIES,PENS & ART SUPPLIES,DAMALA KOTSONIS,BRITISH COLUMBIA,WEST,CORPORATE,45409,REGULAR AIR,2010-04-13,2010-04
Prod_4,SHP_6581,893.1375,0.0,50,11.0,1.25,0.83,TECHNOLOGY,TELEPHONES AND COMMUNICATION,DAMALA KOTSONIS,BRITISH COLUMBIA,WEST,CORPORATE,45409,REGULAR AIR,2010-04-15,2010-04
Prod_15,SHP_6548,2130.31,0.08,35,-319.26,32.41,0.56,FURNITURE,CHAIRS & CHAIRMATS,DAMALA KOTSONIS,BRITISH COLUMBIA,WEST,CORPORATE,43397,DELIVERY TRUCK,2011-05-13,2011-05
Prod_15,SHP_6579,3427.31,0.1,11,124.36,58.95,0.57,FURNITURE,CHAIRS & CHAIRMATS,DAMALA KOTSONIS,BRITISH COLUMBIA,WEST,CORPORATE,45409,DELIVERY TRUCK,2010-04-15,2010-04
Prod_3,SHP_6705,167.5,0.04,34,-84.42,4.95,0.37,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,DAMALA KOTSONIS,BRITISH COLUMBIA,WEST,CORPORATE,57248,REGULAR AIR,2009-10-17,2009-10
Prod_13,SHP_2542,8.87,0.09,4,-5.14,1.63,0.46,OFFICE SUPPLIES,PENS & ART SUPPLIES,DAMALA KOTSONIS,NEWFOUNDLAND,ATLANTIC,CORPORATE,43302,REGULAR AIR,2011-09-01,2011-09
Prod_4,SHP_2542,720.613,0.07,43,329.68,0.99,0.37,TECHNOLOGY,TELEPHONES AND COMMUNICATION,DAMALA KOTSONIS,NOVA SCOTIA,ATLANTIC,CORPORATE,43302,REGULAR AIR,2011-09-01,2011-09
Prod_6,SHP_2521,114.55,0.05,11,28.61,2.06,0.39,OFFICE SUPPLIES,PAPER,DAMALA KOTSONIS,NEWFOUNDLAND,ATLANTIC,CORPORATE,31845,REGULAR AIR,2012-10-29,2012-10
Prod_13,SHP_2512,87.44,0.06,49,1.33,0.7,0.56,OFFICE SUPPLIES,PENS & ART SUPPLIES,DAN CAMPBELL,NEWFOUNDLAND,ATLANTIC,CORPORATE,24003,REGULAR AIR,2009-11-02,2009-11
Prod_1,SHP_2513,1318.49,0.02,50,4.69,8.79,0.66,OFFICE SUPPLIES,STORAGE & ORGANIZATION,DAN CAMPBELL,NEWFOUNDLAND,ATLANTIC,CORPORATE,24003,REGULAR AIR,2009-11-01,2009-11
Prod_13,SHP_6155,95.9,0.07,16,19.57,0.91,0.51,OFFICE SUPPLIES,PENS & ART SUPPLIES,DAN CAMPBELL,YUKON,YUKON,CORPORATE,10052,REGULAR AIR,2009-09-08,2009-09
Prod_2,SHP_6156,517.91,0.08,28,107.11,5.29,0.4,OFFICE SUPPLIES,APPLIANCES,DAN CAMPBELL,YUKON,YUKON,CORPORATE,10052,REGULAR AIR,2009-09-09,2009-09
Prod_3,SHP_6156,162.28,0.02,46,-216.15,6.27,0.4,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,DAN CAMPBELL,YUKON,YUKON,CORPORATE,10052,REGULAR AIR,2009-09-09,2009-09
Prod_5,SHP_6258,1102.3,0.1,22,98.12,22.24,0.55,FURNITURE,OFFICE FURNISHINGS,DAN CAMPBELL,YUKON,YUKON,CORPORATE,18819,REGULAR AIR,2009-02-27,2009-02
Prod_7,SHP_6345,11.89,0.06,9,-6.12,0.7,0.81,OFFICE SUPPLIES,RUBBER BANDS,DAN CAMPBELL,YUKON,YUKON,CORPORATE,24003,REGULAR AIR,2009-10-31,2009-10
Prod_3,SHP_6172,193.11,0.08,50,-263.76,7.01,0.37,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,DAN CAMPBELL,YUKON,YUKON,CORPORATE,10948,REGULAR AIR,2012-08-13,2012-08
Prod_13,SHP_6091,1165.33,0.04,28,154.85,8.99,0.59,OFFICE SUPPLIES,PENS & ART SUPPLIES,DAN CAMPBELL,YUKON,YUKON,SMALL BUSINESS,4324,REGULAR AIR,2011-07-18,2011-07
Prod_13,SHP_933,26.5,0.01,5,2.61,1.2,0.44,OFFICE SUPPLIES,PENS & ART SUPPLIES,DANIEL LACY,BRITISH COLUMBIA,WEST,SMALL BUSINESS,59905,EXPRESS AIR,2012-04-15,2012-04
Prod_6,SHP_932,48.77,0.0,6,5.95,1.71,0.4,OFFICE SUPPLIES,PAPER,DANIEL LACY,BRITISH COLUMBIA,WEST,SMALL BUSINESS,59905,REGULAR AIR,2012-04-16,2012-04
Prod_8,SHP_932,159.24,0.09,19,8.3,1.99,0.49,TECHNOLOGY,COMPUTER PERIPHERALS,DANIEL LACY,BRITISH COLUMBIA,WEST,SMALL BUSINESS,59905,REGULAR AIR,2012-04-16,2012-04
Prod_13,SHP_1910,63.14,0.06,19,-53.75,3.97,0.56,OFFICE SUPPLIES,PENS & ART SUPPLIES,DARREN POWERS,ONTARIO,ONTARIO,CORPORATE,14596,REGULAR AIR,2009-01-11,2009-01
Prod_4,SHP_1967,279.327,0.05,16,75.21,0.99,0.37,TECHNOLOGY,TELEPHONES AND COMMUNICATION,DARREN POWERS,ONTARIO,ONTARIO,CORPORATE,19394,REGULAR AIR,2012-12-26,2012-12
Prod_4,SHP_1968,539.206,0.05,5,-452.39,8.8,0.59,TECHNOLOGY,TELEPHONES AND COMMUNICATION,DARREN POWERS,ONTARIO,ONTARIO,CORPORATE,19394,REGULAR AIR,2012-12-28,2012-12
Prod_6,SHP_1911,268.94,0.02,39,-87.52,6.41,0.37,OFFICE SUPPLIES,PAPER,DARREN POWERS,ONTARIO,ONTARIO,CORPORATE,14693,REGULAR AIR,2011-01-11,2011-01
Prod_5,SHP_1909,199.12,0.01,24,73.33,0.96,0.43,FURNITURE,OFFICE FURNISHINGS,DARREN POWERS,ONTARIO,ONTARIO,CORPORATE,14596,REGULAR AIR,2009-01-12,2009-01
Prod_1,SHP_1912,847.82,0.05,38,-1348.5,45.0,0.61,OFFICE SUPPLIES,STORAGE & ORGANIZATION,DARREN POWERS,ONTARIO,ONTARIO,CORPORATE,14693,DELIVERY TRUCK,2011-01-11,2011-01
Prod_8,SHP_1865,1082.43,0.06,23,23.97,3.61,0.71,TECHNOLOGY,COMPUTER PERIPHERALS,DARREN POWERS,ONTARIO,ONTARIO,CORPORATE,10624,REGULAR AIR,2009-12-22,2009-12
Prod_13,SHP_3164,44.89,0.09,23,-17.13,1.63,0.46,OFFICE SUPPLIES,PENS & ART SUPPLIES,DARRIN SAYRE,QUEBEC,QUEBEC,CONSUMER,42471,REGULAR AIR,2012-03-11,2012-03
Prod_1,SHP_3139,12741.81,0.09,35,95.06,99.0,0.65,OFFICE SUPPLIES,STORAGE & ORGANIZATION,DARRIN SAYRE,QUEBEC,QUEBEC,CONSUMER,34662,DELIVERY TRUCK,2012-01-12,2012-01
Prod_13,SHP_5073,71.39,0.09,27,-39.33,2.4,0.58,OFFICE SUPPLIES,PENS & ART SUPPLIES,DARRIN VAN HUFF,SASKACHEWAN,PRARIE,HOME OFFICE,23936,REGULAR AIR,2009-12-19,2009-12
Prod_13,SHP_5104,371.45,0.01,10,17.73,7.73,0.59,OFFICE SUPPLIES,PENS & ART SUPPLIES,DARRIN VAN HUFF,SASKACHEWAN,PRARIE,HOME OFFICE,41634,REGULAR AIR,2012-12-10,2012-12
Prod_4,SHP_5102,3100.1115,0.02,22,567.37,8.08,0.6,TECHNOLOGY,TELEPHONES AND COMMUNICATION,DARRIN VAN HUFF,SASKACHEWAN,PRARIE,HOME OFFICE,40901,EXPRESS AIR,2012-07-31,2012-07
Prod_4,SHP_5086,606.3985,0.09,20,126.13,5.99,0.38,TECHNOLOGY,TELEPHONES AND COMMUNICATION,DARRIN VAN HUFF,SASKACHEWAN,PRARIE,HOME OFFICE,30564,REGULAR AIR,2009-02-27,2009-02
Prod_4,SHP_5100,1407.515,0.0,43,657.45,3.3,0.39,TECHNOLOGY,TELEPHONES AND COMMUNICATION,DARRIN VAN HUFF,SASKACHEWAN,PRARIE,HOME OFFICE,40611,REGULAR AIR,2012-03-30,2012-03
Prod_6,SHP_5047,88.84,0.08,18,-38.35,4.72,0.36,OFFICE SUPPLIES,PAPER,DARRIN VAN HUFF,SASKACHEWAN,PRARIE,HOME OFFICE,771,REGULAR AIR,2011-06-17,2011-06
Prod_6,SHP_5099,66.83,0.02,12,-24.31,5.17,0.4,OFFICE SUPPLIES,PAPER,DARRIN VAN HUFF,SASKACHEWAN,PRARIE,HOME OFFICE,40611,EXPRESS AIR,2012-03-30,2012-03
Prod_8,SHP_5101,273.14,0.02,40,-96.9,4.07,0.66,TECHNOLOGY,COMPUTER PERIPHERALS,DARRIN VAN HUFF,SASKACHEWAN,PRARIE,HOME OFFICE,40901,REGULAR AIR,2012-07-31,2012-07
Prod_8,SHP_5103,57.35,0.06,7,-28.55,1.99,0.52,TECHNOLOGY,COMPUTER PERIPHERALS,DARRIN VAN HUFF,SASKACHEWAN,PRARIE,HOME OFFICE,41634,REGULAR AIR,2012-12-09,2012-12
Prod_13,SHP_2048,183.28,0.04,30,33.88,1.17,0.56,OFFICE SUPPLIES,PENS & ART SUPPLIES,DAVE HALLSTEN,ONTARIO,ONTARIO,HOME OFFICE,27681,REGULAR AIR,2010-11-26,2010-11
Prod_6,SHP_2047,37.8,0.06,7,-18.31,4.7,0.38,OFFICE SUPPLIES,PAPER,DAVE HALLSTEN,ONTARIO,ONTARIO,HOME OFFICE,27681,REGULAR AIR,2010-11-25,2010-11
Prod_12,SHP_1885,66.19,0.02,22,15.84,0.99,0.36,OFFICE SUPPLIES,LABELS,DAVE HALLSTEN,ONTARIO,ONTARIO,HOME OFFICE,12837,REGULAR AIR,2012-12-03,2012-12
Prod_2,SHP_2141,642.66,0.05,13,-82.35,19.99,0.57,OFFICE SUPPLIES,APPLIANCES,DAVE HALLSTEN,ONTARIO,ONTARIO,HOME OFFICE,38530,REGULAR AIR,2011-04-17,2011-04
Prod_3,SHP_2141,1980.37,0.03,47,904.83,2.99,0.36,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,DAVE HALLSTEN,ONTARIO,ONTARIO,HOME OFFICE,38530,REGULAR AIR,2011-04-17,2011-04
Prod_5,SHP_1990,3351.55,0.04,37,-1036.92,56.2,0.74,FURNITURE,OFFICE FURNISHINGS,DAVE HALLSTEN,ONTARIO,ONTARIO,HOME OFFICE,21824,EXPRESS AIR,2011-02-14,2011-02
Prod_15,SHP_2236,1039.56,0.06,3,-394.69,30.0,0.61,FURNITURE,CHAIRS & CHAIRMATS,DAVE HALLSTEN,ONTARIO,ONTARIO,HOME OFFICE,49730,DELIVERY TRUCK,2009-01-05,2009-01
Prod_3,SHP_2279,670.02,0.07,34,278.58,1.49,0.35,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,DAVE HALLSTEN,ONTARIO,ONTARIO,HOME OFFICE,54401,REGULAR AIR,2011-12-06,2011-12
Prod_1,SHP_1934,236.45,0.06,32,-259.02,9.69,0.83,OFFICE SUPPLIES,STORAGE & ORGANIZATION,DAVE HALLSTEN,ONTARIO,ONTARIO,HOME OFFICE,17152,REGULAR AIR,2012-03-13,2012-03
Prod_13,SHP_3072,140.72,0.04,43,-115.53,3.97,0.56,OFFICE SUPPLIES,PENS & ART SUPPLIES,DAVE POIRIER,QUEBEC,QUEBEC,SMALL BUSINESS,12580,REGULAR AIR,2010-01-15,2010-01
Prod_3,SHP_3072,8038.08,0.1,50,2821.41,19.99,0.39,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,DAVE POIRIER,YUKON,YUKON,SMALL BUSINESS,12580,REGULAR AIR,2010-01-15,2010-01
Prod_6,SHP_3013,155.86,0.09,29,-152.59,8.16,0.4,OFFICE SUPPLIES,PAPER,DAVE POIRIER,QUEBEC,QUEBEC,SMALL BUSINESS,29666,REGULAR AIR,2011-12-31,2011-12
Prod_6,SHP_3138,488.65,0.07,12,19.83,17.48,0.36,OFFICE SUPPLIES,PAPER,DAVE POIRIER,QUEBEC,QUEBEC,SMALL BUSINESS,34595,REGULAR AIR,2012-07-20,2012-07
Prod_10,SHP_3080,6532.48,0.01,38,538.52,35.89,0.66,FURNITURE,BOOKCASES,DAVE POIRIER,QUEBEC,QUEBEC,SMALL BUSINESS,14114,DELIVERY TRUCK,2009-04-08,2009-04
Prod_5,SHP_2735,241.9,0.05,41,-136.7,5.92,0.55,FURNITURE,OFFICE FURNISHINGS,DAVE POIRIER,QUEBEC,QUEBEC,SMALL BUSINESS,14114,REGULAR AIR,2009-04-06,2009-04
Prod_7,SHP_2735,65.16,0.03,29,-7.04,1.38,0.44,OFFICE SUPPLIES,RUBBER BANDS,DAVE POIRIER,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,14114,REGULAR AIR,2009-04-06,2009-04
Prod_13,SHP_6690,41.87,0.05,25,-25.52,1.57,0.59,OFFICE SUPPLIES,PENS & ART SUPPLIES,DAVID BREMER,BRITISH COLUMBIA,WEST,CORPORATE,56130,REGULAR AIR,2011-12-01,2011-12
Prod_5,SHP_6690,246.06,0.08,13,52.33,8.99,0.47,FURNITURE,OFFICE FURNISHINGS,DAVID BREMER,BRITISH COLUMBIA,WEST,CORPORATE,56130,REGULAR AIR,2011-12-01,2011-12
